flywire.id,treenode_id,connector_id,prepost,fw.x,fw.y,fw.z,x,y,z,inside,transmitter,cell.type,ItoLee.Hemilineage,ItoLee.Lineage,Hartenstein.Hemilineage,Hartenstein.Lineage,uid,tracer,group,dataset
720575940619085889,unknown,unknown,0,92462,65458,2283,370533,261916,91320,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,89093,58196,2258,356193,233104,90320,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,100051,61912,2168,400345,247331,86720,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,91573,56769,2303,366599,226905,92120,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,96178,54982,2712,385035,218866,108480,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,95320,55854,1834,380726,222920,73360,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,99057,63382,3894,396143,253317,155760,PVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,96028,61105,2216,383851,244700,88640,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,95505,60178,2230,381640,240508,89200,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,101416,58796,2156,405912,235260,86240,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,89664,62646,2189,358582,250907,87560,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,90571,59316,3028,363103,237636,121120,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,99691,57708,2117,398590,230497,84680,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,95448,56843,2615,382027,227652,104600,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,97227,61386,1745,389074,245251,69800,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,92524,54027,2591,370213,216291,103640,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,94052,49555,2329,376065,197598,93160,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,97354,65996,2570,389527,264704,102800,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,88283,55130,3039,353807,220782,121560,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,96860,64121,2060,387201,256475,82400,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
720575940619085889,unknown,unknown,0,92790,51420,2701,371383,204314,108040,AVLP_R,serotonin,5-HTPLP01,VLPp1,VLPp1,VLPp1,VLPp1,283,Imaan Tamimi,Jefferis,flywire
