body,x,y,z,conf,syn_id
10311,25880,25285,11567,0.902,50872257020454168
10311,23724,25766,11542,0.916,50762306866404524
10311,17847,23418,11643,0.851,51206504639907255
10311,23695,23423,11614,0.825,51078961301576847
10311,17139,23561,11636,0.901,51175718614221555
10311,24241,25064,11609,0.822,51056974510448305
10311,25565,25319,11634,0.814,51166926208000989
10311,24676,25879,11610,0.923,51061374266138724
10311,21131,20805,11659,0.766,51276867904230027
10311,20148,21930,11674,0.765,51342840961191604
10311,22291,23799,11686,0.902,51395621438904083
10311,27826,25123,11652,0.862,51246090634161330
10311,22728,25328,11681,0.817,51373634412894408
10311,20699,19931,11725,0.922,51567137141051611
10311,20254,20632,11732,0.779,51597924936732446
10311,24264,21633,11760,0.925,51721072338296520
10311,23158,24597,11755,0.941,51699088321698422
10311,18511,24816,11726,0.885,51571545432148047
10311,25532,25444,11726,0.791,51571546749166524
10311,18716,21579,11781,0.791,51813431201777948
10311,16779,22730,11782,0.798,51817831662109067
10311,23547,23210,11781,0.824,51813434622237691
10311,23979,24433,11794,0.905,51870611791699371
10311,18556,24584,11828,0.819,52020145689741436
10311,23376,24691,11786,0.88,51835427960675152
10311,22841,25637,11823,0.875,51998157665491257
10311,18718,21383,11872,0.81,52213653023246622
10311,20418,21950,11882,0.924,52257634677444546
10311,27677,22344,11845,0.893,52094907782818845
10311,21381,22834,11878,0.836,52240044345283461
10311,19096,23180,11880,0.811,52248841163917976
10311,23497,23213,11854,0.828,52134492023839689
10311,18493,24893,11864,0.916,52178476012161085
10311,23680,24992,11870,0.895,52204864498850944
10311,26367,25177,11890,0.888,52292825817048831
10311,25483,25480,11866,0.796,52187273336218507
10311,20404,20061,11924,0.79,52442348669390772
10311,20411,20410,11939,0.806,52508320098963387
10311,20384,20738,11966,0.878,52627068042629024
10311,20347,21154,11933,0.767,52481933380177787
10311,20382,21674,11952,0.793,52565497354407838
10311,20575,22221,11912,0.884,52389576641106015
10311,20834,22764,11910,0.774,52380781686837602
10311,19224,23161,11960,0.863,52600684844960536
10311,17826,23459,11938,0.939,52503928446666146
10311,25000,24181,11923,0.787,52437959263150504
10311,23176,24367,11912,0.829,52389581141596808
10311,23932,25057,11956,0.921,52583096635121020
10311,23972,25250,11940,0.862,52512728295693732
10311,18643,25344,11923,0.801,52437961702131923
10311,23651,23315,12001,0.752,52781005074881635
10311,20139,23925,12000,0.789,52776608307629739
10311,18966,24124,11988,0.938,52723832166828566
10311,23049,24288,12009,0.896,52816191487498761
10311,26747,25127,11999,0.791,52772212781901947
10311,27980,25311,11989,0.756,52728232702668108
10311,24085,25566,12020,0.904,52864572679282197
10311,24540,25681,12030,0.88,52908553385566172
10311,23806,25824,12023,0.8,52877767359880446
10311,20560,22546,12066,0.816,53066876485390416
10311,20757,22744,12063,0.879,53053682761093397
10311,18763,22805,12086,0.847,53154837958773067
10311,19437,23157,12038,0.836,52943732464438253
10311,19545,23257,12094,0.787,53190023278775385
10311,22304,23324,12094,0.848,53190023419287328
10311,18691,21890,12123,0.803,53317563760789763
10311,20622,22428,12148,0.933,53427516051837070
10311,20692,22405,12107,0.907,53247196096647380
10311,18389,22727,12151,0.878,53440710818416597
10311,20751,22878,12126,0.88,53330759972311311
10311,24951,23374,12132,0.828,53357149291569527
10311,24943,24410,12156,0.802,53462704580485487
10311,23717,25011,12139,0.841,53387939050183845
10311,27155,21667,12210,0.865,53700193339599379
10311,18792,21750,12175,0.855,53546261885765992
10311,19039,22135,12191,0.906,53616631437347423
10311,18194,22784,12207,0.805,53687001542575890
10311,18839,22948,12163,0.92,53493487840020887
10311,17463,23769,12202,0.847,53665013375714359
10311,22626,24104,12192,0.814,53621033613154402
10311,27024,21724,12258,0.828,53911299691669904
10311,25247,22198,12250,0.875,53876116313629343
10311,22905,24321,12257,0.869,53906907091458425
10311,23540,25062,12262,0.887,53928898878004212
10311,27976,25320,12230,0.917,53788161930718536
10311,24808,26116,12268,0.929,53955289367470312
10311,18178,18435,12303,0.798,54109204887127810
10311,21198,20500,12341,0.801,54276334985171662
10311,18892,21992,12328,0.896,54219163509475788
10311,23641,23419,12322,0.892,54192778223049817
10311,19841,23571,12288,0.924,54043244960435585
10311,23486,25062,12306,0.903,54122412924492734
10311,27171,25038,12326,0.923,54210373804386851
10311,18071,18739,12388,0.851,54483039478105751
10311,17997,18845,12404,0.827,54553408444581453
10311,19751,20482,12389,0.812,54487441179954471
10311,27235,21769,12375,0.817,54425871227841123
10311,26693,21875,12379,0.757,54443463636183109
10311,16555,22733,12355,0.825,54337912319262891
10311,17974,22735,12358,0.925,54351106462991926
10311,20872,22977,12401,0.936,54540222970483080
10311,23624,23450,12402,0.873,54544622008949832
10311,22303,23573,12398,0.842,54527030080853791
10311,20010,23647,12387,0.771,54478651724418602
10311,27537,24576,12370,0.811,54403886881991569
10311,27484,24961,12361,0.769,54364305270795100
10311,20187,23850,12453,0.902,54768923219873499
10311,22727,25249,12461,0.875,54804110525880519
10311,19912,20695,12515,0.833,55041595487047112
10311,16398,22758,12514,0.884,55037201766957070
10311,17831,22758,12493,0.941,54944842790225319
10311,22286,23869,12490,0.891,54931650980632334
10311,25211,26579,12515,0.904,55041607826694779
10311,21117,20394,12582,0.829,55336263972049533
10311,27975,25365,12573,0.802,55296691978399047
10311,27224,25757,12602,0.791,55424236149303896
10311,21162,20335,12641,0.873,55595748592472746
10311,20023,20988,12632,0.814,55556167543311927
10311,21073,21959,12666,0.871,55705703161025105
10311,17669,22786,12647,0.841,55622142011655429
10311,17317,23026,12609,0.921,55455016747549605
10311,20202,23806,12619,0.861,55498998848442090
10311,23323,24810,12668,0.809,55714505233029915
10311,25890,26500,12625,0.781,55525392777241890
10311,17478,22897,12714,0.848,55916811360683078
10311,23617,23404,12696,0.761,55837647586745409
10311,20254,23739,12673,0.809,55736493219532574
10311,19285,23828,12691,0.852,55815658243378005
10311,19343,23983,12715,0.836,55921211684703119
10311,27339,24460,12733,0.819,56000377522252491
10311,22564,25084,12725,0.876,55965194458781732
10311,26017,26389,12704,0.807,55872838218835361
10311,18379,22722,12767,0.866,56149907458770891
10311,28585,26064,12751,0.798,56079545723285417
10311,23551,23880,12829,0.865,56422588770966527
10311,26144,26308,12861,0.793,56563331351209504
10311,20182,20994,12918,0.817,56814008858070742
10311,18360,22609,12923,0.911,56836002477524920
10311,17648,23241,12920,0.915,56822809663390960
10311,24179,23496,12873,0.833,56616102012149363
10311,19305,23820,12927,0.804,56853597203221353
10311,22729,25090,12871,0.908,56607309261985993
10311,24317,25546,12877,0.898,56633698497355517
10311,24840,25986,12881,0.834,56651291606147336
10311,22453,23077,12958,0.826,56989935086884789
10311,23157,24866,12977,0.889,57073501722401397
10311,24937,26033,12947,0.863,56941562774446441
10311,25697,26255,12945,0.797,56932767146992737
10311,19363,23772,13053,0.92,57407750962957219
10311,23921,24980,13039,0.832,57346180845165937
10311,28691,25176,13024,0.851,57280210558545939
10311,20572,22471,13104,0.861,57632048606629980
10311,20511,22856,13087,0.912,57557282623344671
10311,25008,23434,13068,0.876,57473720951792048
10311,24348,23522,13072,0.891,57491313322385180
10311,26541,25979,13060,0.918,57438541916956589
10311,24361,21773,13142,0.872,57799172910243625
10311,25246,23284,13122,0.853,57711215148819102
10311,20662,23457,13154,0.766,57851952999977142
10311,17720,23827,13149,0.932,57829963543364920
10311,27504,24072,13172,0.889,57931119126932336
10311,24469,24221,13157,0.877,57865148741738389
10311,23105,24748,13145,0.758,57812373288802881
10311,21113,20045,13238,0.855,58221381751427705
10311,20505,22355,13226,0.869,58168610037714969
10311,23612,24175,13245,0.763,58252176738245692
10311,24649,24507,13227,0.873,58173012597301321
10311,27149,25735,13231,0.935,58190607358650893
10311,18615,18143,13287,0.806,58436882041686199
10311,20820,22838,13293,0.804,58463280166883668
10311,20564,23240,13294,0.767,58467679056449620
10311,23374,23673,13288,0.839,58441291685452622
10311,23760,24438,13284,0.877,58423701103729872
10311,23324,24579,13266,0.804,58344536562227996
10311,25110,25738,13288,0.844,58441296016073238
10311,18753,18244,13366,0.904,58784327927875905
10311,20336,21950,13329,0.85,58621607979011952
10311,20326,21938,13406,0.873,58960257535201126
10311,18471,22511,13385,0.9,58867899760134183
10311,15978,22727,13401,0.766,58938268957294186
10311,29093,25479,13404,0.812,58951468868202917
10311,24595,21518,13450,0.948,59153770700890131
10311,20176,21729,13448,0.873,59144975050362576
10311,16121,22776,13499,0.904,59369277618142969
10311,29014,24312,13450,0.946,59153776560337238
10311,25949,26912,13455,0.825,59175772245484893
10311,26874,27068,13500,0.933,59373684665641210
10311,20047,21401,13548,0.923,59584779013606991
10311,20130,21614,13521,0.816,59466032204500642
10311,15800,22596,13505,0.776,59395665519721912
10311,20640,22923,13512,0.764,59426452531073184
10311,24642,23158,13510,0.799,59417656930885698
10311,20782,23744,13507,0.859,59404464020279598
10311,22930,24877,13513,0.973,59430854675421586
10311,27397,25578,13563,0.892,59650758471084805
10311,26004,26899,13504,0.938,59391276497266068
10311,26409,26950,13513,0.818,59430859022821161
10311,26312,21748,13605,0.755,59835468392457928
10311,28151,22952,13608,0.916,59848665056964087
10311,17095,23004,13594,0.836,59787092514849479
10311,27996,22992,13616,0.852,59883849512938844
10311,24772,23100,13618,0.83,59892645832450244
10311,24381,23943,13602,0.894,59822278856171325
10311,27458,25505,13627,0.83,59932233294703426
10311,25929,26876,13627,0.779,59932236169897289
10311,20886,20302,13692,0.857,60218095406436758
10311,20308,21040,13688,0.86,60200504768089940
10311,20634,22917,13669,0.793,60116945820733594
10311,23244,23816,13639,0.86,59985006310742732
10311,14967,19033,13727,0.865,60372024373033591
10311,20553,20962,13707,0.91,60284067488223305
10311,20543,20997,13708,0.826,60288465608134719
10311,24675,21506,13705,0.912,60275272536055907
10311,21047,23197,13706,0.808,60279674128847415
10311,25549,23321,13732,0.929,60394023598187469
10311,26330,23412,13721,0.921,60345645277406938
10311,24434,23934,13727,0.94,60372034651185010
10311,23462,25079,13723,0.946,60354444866378662
10311,23631,25188,13717,0.805,60328056815901775
10311,24587,25429,13742,0.876,60438008484093963
10311,19049,18834,13762,0.758,60525955583593065
10311,25926,20639,13810,0.772,60737065601492294
10311,15558,22428,13809,0.767,60732671306775750
10311,17190,23018,13800,0.925,60693090125497126
10311,20940,23683,13806,0.887,60719479799173580
10311,29633,24126,13803,0.921,60706286588687297
10311,27608,25392,13790,0.908,60649114639035352
10311,26006,20664,13835,0.848,60847016816698774
10311,26899,21328,13852,0.759,60921784999897363
10311,27097,21485,13831,0.904,60829426352417241
10311,27718,23101,13837,0.804,60855818020482118
10311,14876,19166,13934,0.908,61282420279753244
10311,19966,21088,13907,0.813,61163677054684670
10311,27421,21514,13917,0.962,61207658413189917
10311,26388,21774,13906,0.904,61159280446826260
10311,15406,22458,13925,0.922,61242844764978222
10311,26994,22791,13943,0.929,61322010300541298
10311,26682,22870,13912,0.927,61185671024371770
10311,27229,22852,13919,0.905,61216457312201309
10311,20950,23297,13928,0.834,61256040664027606
10311,23448,23519,13930,0.893,61264837222620056
10311,19382,23976,13929,0.824,61260440134503350
10311,29188,24036,13889,0.867,61084518399898116
10311,23060,24274,13943,0.936,61322013410613780
10311,25233,25430,13928,0.883,61256045137257105
10311,19935,21379,14005,0.874,61594686223044063
10311,16527,22223,13994,0.786,61546309481414799
10311,15620,22368,13952,0.792,61361591832034564
10311,16855,23057,14009,0.927,61612281928106455
10311,30439,24222,13963,0.88,61409974231791335
10311,29702,24275,13954,0.881,61370391924339718
10311,26411,21953,14031,0.889,61709036636104491
10311,16604,22333,14072,0.885,61889357339967708
10311,17162,23132,14032,0.868,61713437155148554
10311,20982,23447,14026,0.908,61687049536688630
10311,20975,23781,14016,0.776,61643069772026351
10311,23517,24382,14062,0.835,61845381171928029
10311,23495,24578,14039,0.885,61744226513214407
10311,22605,24783,14079,0.929,61920148803573837
10311,28035,25064,14068,0.877,61871770881256835
10311,19995,20823,14090,0.89,61968519010471451
10311,27611,21700,14086,0.839,61950928663636955
10311,15252,22420,14083,0.941,61937736034040724
10311,14909,19287,14161,0.833,62280777091529277
10311,18648,19580,14155,0.811,62254389426931928
10311,26223,21061,14193,0.894,62421518300243567
10311,15728,22271,14180,0.844,62364346233142640
10311,16795,22935,14150,0.767,62232406230319515
10311,29297,23888,14191,0.97,62412728135873137
10311,18435,17881,14271,0.782,62764559259158531
10311,19311,19077,14220,0.819,62540261395286895
10311,25967,21457,14259,0.872,62711790200448367
10311,15767,22419,14224,0.914,62557860590009751
10311,26102,23399,14233,0.914,62597445063828982
10311,24533,23685,14262,0.934,62724989012434901
10311,19434,24154,14266,0.854,62742582182038506
10311,18138,18145,14301,0.934,62896501208139482
10311,19757,20355,14288,0.844,62839331238202669
10311,19896,20605,14273,0.87,62773361064824248
10311,26196,21295,14290,0.924,62848129302554196
10311,27731,22230,14289,0.84,62843733216881747
10311,26925,22450,14287,0.931,62834937585232173
10311,16631,22704,14324,0.794,62997665838809335
10311,23516,23616,14314,0.787,62953687286307804
10311,29986,24115,14291,0.793,62852533263037730
10311,23020,24293,14278,0.897,62795359031679468
10311,28229,24484,14334,0.828,63041650036862533
10311,29494,25367,14288,0.862,62839341749138230
10311,17983,18508,14387,0.869,63274733969360447
10311,19665,20031,14373,0.751,63213164512169169
10311,19857,20509,14394,0.942,63305524491341201
10311,20018,20515,14381,0.816,63248349899279922
10311,15930,21972,14342,0.918,63076829140893242
10311,26760,22232,14357,0.888,63142800383830152
10311,29369,23988,14364,0.918,63173590392009401
10311,19403,24382,14341,0.847,63072436148521931
10311,18704,17914,14405,0.888,63353897560852752
10311,18025,18546,14455,0.821,63573801211807337
10311,19331,19162,14410,0.93,63375890410654595
10311,16394,19973,14417,0.837,63406678437019658
10311,26449,21219,14433,0.768,63477049794258769
10311,16064,21904,14419,0.757,63415478579642048
10311,16576,22668,14441,0.82,63512237205110976
10311,21011,23494,14458,0.91,63587005728051731
10311,22612,24706,14456,0.89,63578212176779348
10311,19602,19891,14525,0.927,63881667288255634
10311,19572,20588,14511,0.859,63820096098815092
10311,16002,20679,14515,0.873,63837688475696770
10311,15045,22381,14485,0.833,63705750649715397
10311,30281,24702,14480,0.88,63683765284664905
10311,18155,18402,14550,0.761,63991615328372459
10311,15147,19548,14543,0.812,63960831406127915
10311,15630,21325,14576,0.884,64105970667633934
10311,16365,21888,14589,0.859,64163146452975597
10311,17485,23420,14553,0.911,64004819991413837
10311,19572,24519,14549,0.76,63987230110141556
10311,16117,20573,14648,0.871,64422628439375605
10311,17099,21854,14619,0.915,64295087777006283
10311,17751,23391,14643,0.836,64400644116596055
10311,22861,23746,14612,0.85,64264305419245901
10311,19740,24532,14642,0.806,64396248462937372
10311,28860,27150,14637,0.893,64374263720734908
10311,19557,19346,14676,0.889,64545771168484453
10311,15341,19572,14665,0.942,64497393130814445
10311,26497,21131,14706,0.757,64677716307240833
10311,16608,21762,14695,0.925,64629339118911712
10311,20618,22645,14714,0.843,64712903854411914
10311,17648,23390,14712,0.835,64704109323764976
10311,22812,23904,14695,0.907,64629343611017500
10311,28091,25364,14684,0.889,64580968161242555
10311,18053,18847,14778,0.894,64994370866136709
10311,14792,21551,14782,0.917,65011968722876872
10311,16329,22518,14775,0.801,64981184425246665
10311,23622,23351,14745,0.792,64849244776848454
10311,23713,25551,14764,0.788,64932812274293921
10311,26495,21176,14825,0.841,65201083936434047
10311,20652,22004,14847,0.888,65297842696114348
10311,22813,23887,14844,0.771,65284652505520413
10311,22643,24629,14841,0.907,65271459922073715
10311,28783,26571,14791,0.776,65051561669193839
10311,19541,19191,14893,0.892,65500146936335445
10311,15477,19718,14898,0.843,65522138274086005
10311,22786,24500,14882,0.843,65451779558496514
10311,23880,25537,14885,0.772,65464975872777544
10311,20683,22108,14915,0.85,65596910076973259
10311,20055,24521,14949,0.918,65746448718777943
10311,23755,25591,14961,0.891,65799227520867531
10311,28652,26061,14924,0.854,65636500785623020
10311,19579,19031,15039,0.911,66142261391412347
10311,20655,21855,14993,0.816,65939957174259887
10311,26260,23172,15002,0.813,65979542354814612
10311,28438,25777,15008,0.894,66005936096964374
10311,18245,19166,15048,0.895,66181844093126469
10311,19414,19472,15076,0.826,66304990037167062
10311,18456,19586,15099,0.859,66406145345996824
10311,15007,21458,15052,0.799,66199441085840031
10311,26566,21766,15060,0.784,66234626103863238
10311,22786,23948,15056,0.786,66217038493800706
10311,19823,24342,15049,0.81,66186252994497903
10311,15556,19830,15127,0.808,66529291160009924
10311,16165,22464,15162,0.754,66683228311797541
10311,21092,23390,15123,0.851,66511706439832164
10311,23917,25542,15118,0.918,66489720720350573
10311,18557,19252,15202,0.924,66859143436191869
10311,18842,19704,15187,0.777,66793173686438298
10311,18899,19745,15188,0.826,66797571818932691
10311,19077,19853,15190,0.893,66806368138447493
10311,26583,21572,15189,0.845,66801973696948183
10311,20106,24497,15201,0.793,66854756389244554
10311,19082,19680,15275,0.848,67180201729084042
10311,15569,19790,15266,0.908,67140619541167313
10311,15407,21275,15273,0.826,67171408981015599
10311,19734,24511,15262,0.761,67123037255781654
10311,22664,24613,15233,0.806,66995494120872072
