body,x,y,z,conf,syn_id
10311,21993,34657,41816,0.79,183908785589343721
10311,30620,34905,41835,0.826,183992348993157020
10311,20146,36253,41800,0.847,183838420192218802
10311,27843,36269,41822,0.798,183935177249025219
10311,27959,36566,41799,0.783,183834022802124087
10311,18227,30170,41915,0.754,184344182784018227
10311,30517,34534,41918,0.959,184357386075535157
10311,20009,36114,41905,0.846,184300214784380457
10311,20085,36417,41896,0.867,184260633001217653
10311,27961,36961,41858,0.834,184093508374654265
10311,26763,31330,41964,0.788,184559689495767179
10311,26325,31401,41965,0.923,184564087691175637
10311,29087,32630,41936,0.889,184436546919756191
10311,25089,33740,41933,0.869,184423355108057601
10311,25301,33765,41982,0.811,184638859439530709
10311,26705,36790,41980,0.837,184630069690394705
10311,22936,41062,42042,0.784,184902757533112728
10311,18523,30275,42108,0.914,185193005980862555
10311,28533,31884,42072,0.833,185034679680790389
10311,25245,34478,42067,0.896,185012694888243869
10311,17224,34756,42050,0.866,184937928680555336
10311,19360,29685,42167,0.868,185452489487698848
10311,19577,29632,42158,0.934,185412906957950073
10311,16697,33348,42150,0.768,185377730378875193
10311,22794,35129,42129,0.834,185285375137175818
10311,30785,35104,42140,0.883,185333753596377153
10311,22891,35386,42126,0.761,185272181536610667
10311,28867,36552,42148,0.877,185368941005140163
10311,28522,36619,42171,0.908,185470096215404394
10311,25525,31887,42182,0.84,185518464803300277
10311,20322,32968,42215,0.895,185663602605182818
10311,25428,32978,42231,0.885,185733971370337108
10311,20126,33272,42224,0.768,185703185661316766
10311,24737,33278,42223,0.907,185698787627393185
10311,17626,34101,42195,0.936,185575644051031258
10311,17204,34567,42206,0.928,185624023539925812
10311,22167,34790,42181,0.754,185514072844818071
10311,19869,35998,42230,0.905,185729579657219485
10311,20323,31228,42267,0.913,185892297374715747
10311,25358,32353,42270,0.879,185905493873550094
10311,24656,33124,42252,0.848,185826330653253712
10311,25431,33128,42269,0.937,185901097452331863
10311,30702,34163,42246,0.852,185799944553134062
10311,30705,34261,42258,0.777,185852721316788209
10311,20418,31258,42355,0.801,186279325530607554
10311,20589,32465,42338,0.832,186204561271181421
10311,25290,32746,42328,0.845,186160581395374794
10311,29127,36479,42326,0.931,186151793131024839
10311,20573,31933,42397,0.911,186464044899651677
10311,25418,33409,42375,0.881,186367290971808586
10311,22547,35305,42380,0.869,186389285180561427
10311,29055,36409,42403,0.766,186490442565579135
10311,16584,33027,42461,0.902,186745522170642632
10311,17214,34396,42464,0.892,186758719181177662
10311,19745,34758,42455,0.897,186719137521749281
10311,19426,35032,42488,0.883,186864273631235042
10311,29404,36786,42473,0.831,186798306611983068
10311,24389,32677,42554,0.828,187154539762179909
10311,19381,33845,42550,0.825,187136950025604021
10311,19879,34013,42558,0.818,187172134750014887
10311,22341,35377,42542,0.929,187101768866355013
10311,27159,35349,42519,0.811,187000613737884183
10311,20402,35935,42556,0.91,187163342687719346
10311,23538,36288,42547,0.894,187123761009417202
10311,24301,32543,42561,0.827,187185325806739181
10311,27349,32517,42609,0.887,187396431984749269
10311,17371,34144,42585,0.798,187290882280539099
10311,25832,34115,42578,0.81,187260095894152424
10311,25988,34647,42603,0.847,187370048172615044
10311,29888,36602,42567,0.888,187211722598151360
10311,27998,31922,42627,0.88,187475595574144350
10311,24675,32454,42633,0.866,187501984968892515
10311,28528,32462,42633,0.854,187501984985673584
10311,28865,35943,42646,0.808,187559166890504385
10311,28910,32117,42715,0.808,187862624076067054
10311,23021,36693,42690,0.847,187752682509851117
10311,23583,37872,42722,0.934,187893422470749215
10311,20182,31850,42791,0.77,188196875050962646
10311,23874,32367,42788,0.767,188183681995660610
10311,19146,34142,42791,0.902,188196879857633994
10311,21938,35188,42787,0.866,188179289865213362
10311,25075,35184,42771,0.873,188108921112650227
10311,21096,35404,42792,0.76,188201280550752872
10311,27727,35500,42803,0.859,188249659263708239
10311,29299,36166,42798,0.843,188227670427857523
10311,24313,37946,42769,0.926,188100130811961081
10311,25514,32888,42856,0.918,188482750251033514
10311,16064,33922,42842,0.814,188421179768323776
10311,21622,35156,42825,0.92,188346415565526134
10311,30069,35216,42822,0.836,188333221551830389
10311,25894,35478,42846,0.833,188438775217546534
10311,23512,37187,42845,0.875,188434380755065816
10311,30200,37443,42827,0.939,188355216454743544
10311,27174,31822,42931,0.879,188812601503803942
10311,26039,34856,42882,0.87,188597103587517879
10311,30102,36642,42932,0.809,188817009658590614
10311,23474,34275,42991,0.793,189076489438780338
10311,26067,35008,42995,0.797,189094083162039763
10311,21132,35448,43001,0.895,189120472363848332
10311,21453,35744,42953,0.935,188909366752072653
10311,28098,35716,42964,0.815,188957745204981186
10311,22963,36156,42976,0.843,189010522685856179
10311,23138,36894,43005,0.804,189138067582376546
10311,23253,36912,42991,0.95,189076494968969941
10311,24057,37273,42958,0.937,188931360191176185
10311,30940,37404,43004,0.825,189133670605420764
10311,26438,31634,43033,0.798,189261201853671238
10311,26079,31791,43012,0.846,189168843206190559
10311,31209,33183,43011,0.764,189164448078920169
10311,25938,34708,43009,0.801,189155655184049490
10311,20095,35347,43021,0.908,189208433082257023
10311,28402,35878,43012,0.809,189168851777253106
10311,20704,36024,43032,0.843,189256813013651680
10311,21272,36087,43067,0.845,189410744773661464
10311,29465,36799,43064,0.823,189397552127308569
10311,26459,29974,43096,0.84,189538275302598491
10311,16321,33738,43101,0.8,189560273428824001
10311,23695,34177,43075,0.786,189445925140192399
10311,19183,34458,43099,0.957,189551478845754095
10311,23701,34486,43127,0.95,189674624206789781
10311,30214,34904,43073,0.802,189437130571806214
10311,26017,35281,43088,0.804,189503102060094881
10311,26342,35362,43125,0.796,189665829950875366
10311,17470,32507,43146,0.935,189758182940230718
10311,20484,33094,43147,0.837,189762582217773060
10311,15121,34798,43158,0.855,189810964302936849
10311,20603,36030,43172,0.817,189872539537789051
10311,24373,37851,43188,0.921,189942912100884277
10311,31994,33898,43257,0.87,190246369020116218
10311,19126,34671,43258,0.807,190250768687712950
10311,26996,35372,43260,0.755,190259566250846580
10311,23688,35708,43216,0.933,190066052908997768
10311,19604,33439,43275,0.803,190325532894710932
10311,25395,35013,43265,0.771,190281555730522931
10311,29802,35233,43309,0.831,190475070238389354
10311,21132,35270,43324,0.878,190541041013641868
10311,31796,35834,43292,0.912,190400304708090932
10311,20461,33321,43375,0.869,190765337298358253
10311,16601,33519,43344,0.947,190628998271746265
10311,31834,35335,43373,0.859,190756545429011546
10311,24587,36306,43366,0.767,190725761139761163
10311,24372,37804,43335,0.916,190589424839450420
10311,17497,34134,43392,0.892,190840105794028633
10311,30292,34945,43429,0.901,191002835215742548
10311,15627,35279,43455,0.932,191117185125465355
10311,23574,35759,43433,0.86,191020429108861974
10311,31522,36298,43414,0.866,190936867355523874
10311,26993,32515,43516,0.793,191385460166125937
10311,15796,32736,43460,0.839,191139170024963508
10311,20554,33735,43493,0.759,191284307654889546
10311,17663,34108,43498,0.793,191306298669679871
10311,18741,35074,43463,0.805,191152369067641141
10311,21813,35674,43471,0.95,191187554698024245
10311,21839,35737,43459,0.914,191134778272011599
10311,23991,40359,43501,0.773,191319505918516663
10311,14108,29590,43573,0.751,191636142683076380
10311,28773,32264,43582,0.792,191675730709475429
10311,15389,32649,43522,0.76,191411848726199325
10311,16219,33053,43535,0.785,191469024178093915
10311,14880,33139,43562,0.819,191587771614247456
10311,16655,33468,43572,0.859,191631752769323279
10311,19237,33741,43544,0.927,191508608039537445
10311,14837,33852,43535,0.818,191469025853716981
10311,15690,34227,43560,0.807,191578977802927434
10311,31479,34497,43521,0.857,191407454555241207
10311,23376,35977,43554,0.85,191552593193884496
10311,24481,36310,43537,0.808,191477827101548449
10311,23662,36782,43576,0.908,191649351905336430
10311,14781,33752,43637,0.916,191917626388134333
10311,20688,34086,43625,0.793,191864850530455760
10311,27981,32210,43680,0.76,192106739154316621
10311,18034,33669,43677,0.764,192093548074518130
10311,18965,33952,43699,0.804,192190305691257365
10311,18199,34287,43674,0.887,192080355231024919
10311,19203,35348,43648,0.91,191966008246815491
10311,29026,36090,43698,0.92,192185912128467298
10311,23598,36509,43686,0.842,192133136449035310
10311,23555,37099,43700,0.935,192194710337510403
10311,23572,37321,43707,0.855,192225497128655892
10311,31303,37364,43650,0.917,191974808567708231
10311,24563,37488,43699,0.78,192190313106792435
10311,30677,34804,43735,0.861,192348637152442325
10311,24884,35309,43715,0.791,192260677281276212
10311,18956,36495,43738,0.802,192361834838247948
10311,25211,39163,43754,0.788,192432209177633403
10311,19219,34737,43834,0.816,192784043616520979
10311,18742,36349,43823,0.891,192735668485507382
10311,31697,33996,43855,0.92,192876401039277009
10311,20809,34305,43890,0.788,193030333315174729
10311,20810,34467,43902,0.764,193083110213046602
10311,24701,35363,43859,0.811,192893996092121213
10311,23244,35482,43896,0.844,193056724062591692
10311,18737,35841,43843,0.873,192823628350376241
10311,23059,37438,43896,0.881,193056728164620819
10311,25377,38064,43863,0.836,192911593942573857
10311,27011,39046,43891,0.893,193034741304289667
10311,14801,31193,43939,0.893,193245831067875793
10311,17848,33130,43914,0.932,193135883967284664
10311,25495,33208,43941,0.815,193254631386669975
10311,32592,33281,43944,0.888,193267825679302480
10311,20799,34471,43949,0.885,193289818407457087
10311,23875,35680,43949,0.906,193289820942916931
10311,17363,35810,43904,0.881,193091909122540499
10311,18854,36013,43945,0.823,193272229455219110
10311,19211,37697,43955,0.785,193316213451934475
10311,15313,32013,44007,0.885,193544899950296017
10311,20759,34602,43996,0.851,193496526868205847
10311,27696,35419,43998,0.852,193505324674608176
10311,27656,35426,44012,0.915,193566897340443656
10311,16699,35761,44024,0.757,193619674601111867
10311,25056,37348,44028,0.834,193637270115344864
10311,19878,38096,43974,0.787,193399777172409766
10311,27471,38853,43975,0.873,193404176806472527
10311,13950,29683,44082,0.838,193874748552263294
10311,16389,32520,44066,0.819,193804385757708293
10311,14793,32980,44073,0.808,193835173047974345
10311,23557,37615,44066,0.842,193804396442704901
10311,23530,37955,44042,0.838,193698844039470058
10311,15331,30521,44147,0.763,194160623332899811
10311,15352,31459,44103,0.871,193967111253539832
10311,15277,33212,44137,0.936,194116648511224749
10311,25087,36099,44145,0.91,194151838937801215
10311,26812,36207,44137,0.87,194116654792206524
10311,22981,37241,44105,0.87,193975919472302533
10311,26929,29484,44197,0.781,194380523483719985
10311,15070,31049,44203,0.885,194406915044817630
10311,15381,33444,44174,0.916,194279376718674965
10311,23103,35264,44165,0.841,194239798116899391
10311,21645,34079,44241,0.807,194574047166616717
10311,25228,36270,44276,0.775,194727983389368972
10311,14293,29914,44325,0.775,194943474338904021
10311,14987,31117,44299,0.754,194829127652489867
10311,18103,33151,44323,0.844,194934685034366647
10311,30403,35096,44294,0.763,194807145764517571
10311,25257,36243,44298,0.857,194824740355990185
10311,22984,36588,44332,0.853,194974274660882888
10311,14212,30333,44389,0.867,195224950194321284
10311,23170,34888,44396,0.778,195255746072435330
10311,26682,36417,44357,0.813,195084225465051194
10311,23271,37651,44415,0.887,195339314750577383
10311,23431,37838,44366,0.891,195123810863700871
10311,21017,32242,44429,0.798,195400876058235417
10311,25347,32530,44432,0.81,195414070801752835
10311,26740,32705,44426,0.84,195387682889689204
10311,26424,36360,44429,0.871,195400884694312760
10311,14181,29924,44517,0.824,195787899290007397
10311,20949,32063,44504,0.9,195730729171177941
10311,13584,32590,44485,0.888,195647167392658704
10311,13835,32697,44500,0.861,195713138314720779
10311,31852,34503,44541,0.873,195893462009150572
10311,14199,30122,44577,0.887,196051782495909751
10311,16662,32297,44561,0.774,195981418313040150
10311,13660,32662,44578,0.78,196056185869186396
10311,28740,33501,44582,0.834,196073779814756420
10311,23055,34518,44578,0.934,196056189761509903
10311,29929,35445,44582,0.892,196073783891621097
10311,24382,36525,44589,0.88,196104572482117438
10311,26992,36626,44587,0.826,196095776600910192
10311,20839,32043,44636,0.821,196311271268700519
10311,26281,32580,44647,0.882,196359650906498729
10311,32370,33129,44609,0.853,196192526290419314
10311,31783,34675,44618,0.932,196232111951215655
10311,25865,36413,44611,0.79,196201329270482185
10311,25955,32541,44730,0.884,196724688685131107
10311,15644,33772,44715,0.783,196658720569048348
10311,22715,33962,44710,0.817,196636730734958779
10311,31903,34586,44734,0.755,196742285159857311
10311,23374,37847,44734,0.905,196742291998661454
10311,22563,33908,44750,0.776,196812652482156579
10311,29975,35421,44796,0.886,197014965794665751
10311,25500,36701,44743,0.781,196781872013927324
10311,19815,30329,44800,0.865,197032547302002023
10311,30022,35454,44815,0.913,197098528747582790
10311,24619,36749,44806,0.846,197058949044789291
10311,20848,31770,44918,0.764,197551519812309360
10311,25407,32283,44870,0.832,197340414655619903
10311,25767,32777,44892,0.816,197437172714857639
10311,28799,33794,44898,0.899,197463563126730879
10311,27212,36703,44872,0.797,197349220018055756
10311,23413,37887,44926,0.78,197586717012679541
10311,19176,30283,44940,0.906,197648273717086952
10311,19850,30312,44950,0.875,197692254243016074
10311,29723,33643,44977,0.802,197811008484439067
10311,28837,36350,44950,0.928,197692266905628837
10311,27516,36745,44977,0.809,197811014989802364
10311,22884,36851,44964,0.838,197753840607451492
10311,19120,30303,45017,0.824,197986923340384944
10311,14546,32453,45020,0.86,198000121988790482
10311,17171,34570,45013,0.86,197969340102886163
10311,27015,32609,45072,0.902,198228820734536071
10311,25557,32887,45098,0.762,198343170526831573
10311,30210,33079,45117,0.892,198426733813200386
10311,24808,33403,45069,0.761,198215628260139240
10311,24941,33480,45108,0.881,198387152235553133
10311,27701,36646,45104,0.895,198369566689094709
10311,27044,31885,45168,0.858,198651031681264036
10311,14699,32322,45148,0.838,198563071667485035
10311,25000,33673,45144,0.922,198545482314703272
10311,28611,35945,45183,0.759,198717010893369283
10311,21030,37543,45177,0.886,198690625965543974
10311,25751,32640,45235,0.763,198945702380856471
10311,20030,35061,45246,0.872,198994085969677886
10311,29163,35814,45244,0.876,198985291455820267
10311,29185,35797,45238,0.841,198958903141102081
10311,28125,36197,45245,0.87,198989690305539549
10311,20850,31820,45259,0.874,199051253777453426
10311,15056,31992,45295,0.795,199209583812557520
10311,14737,32104,45264,0.867,199073244605594001
10311,15439,32445,45296,0.84,199213982809078863
10311,25231,36092,45306,0.769,199257970922513039
10311,20138,30228,45347,0.878,199438278531763882
10311,19995,30500,45322,0.892,199328327939411483
10311,26055,32498,45341,0.906,199411895013238215
10311,13897,32952,45318,0.826,199310740895577673
10311,28588,37304,45312,0.762,199284361743331244
10311,28911,34050,45382,0.906,199592218174976239
10311,29409,35371,45434,0.934,199820919363891937
10311,26488,40202,45396,0.806,199653803727808376
10311,26645,40438,45420,0.901,199759357339002901
10311,26929,40678,45437,0.933,199834124633008433
10311,26904,40667,45438,0.81,199838522656450840
10311,20621,31684,45478,0.8,200014425678172301
10311,20371,35912,45452,0.76,199900085335642003
10311,23163,37555,45449,0.892,199886894641732219
10311,20191,30784,45504,0.872,200128773000023775
10311,15085,32358,45631,0.902,200687328207846125
10311,29513,34897,45596,0.877,200533401904640841
10311,21274,36444,45611,0.848,200599375846593306
10311,15134,32461,45687,0.813,200933619028474654
10311,29240,34071,45695,0.795,200968806776992312
10311,17753,35633,45665,0.856,200836868657399129
10311,18024,31944,45721,0.905,201083151525627496
10311,29435,34486,45774,0.883,201316253321687803
10311,21515,36269,45822,0.821,201527363293434891
10311,24086,33007,45868,0.875,201729666592038422
10311,29020,34885,45842,0.943,201615321321206108
10311,27401,36560,45873,0.878,201751664275778313
10311,26816,39030,45850,0.847,201650514385987776
10311,18040,32361,45906,0.861,201896791004694136
10311,24430,32604,45930,0.888,202002344630574958
10311,18177,36146,45897,0.875,201857216523814657
10311,27581,36111,45940,0.838,202046332450401213
10311,29616,37003,46001,0.941,202314615158240176
10311,22953,37260,45994,0.765,202283829371623849
10311,23836,32074,46025,0.93,202420157937638684
10311,30716,32562,46022,0.939,202406964821522428
10311,20554,33756,46033,0.935,202455345837133898
10311,24833,34917,46051,0.849,202534513109131521
10311,27927,35692,46046,0.796,202512524501871895
10311,27311,36951,46041,0.892,202490536909630127
10311,27016,37348,46066,0.908,202600488904976776
10311,26868,39235,46063,0.813,202587298722769140
10311,25475,40150,46071,0.942,202622485013750659
10311,17056,32489,46139,0.865,202921536110215840
10311,21790,32739,46125,0.961,202859963983353118
10311,28670,34827,46113,0.847,202807191804080126
10311,28712,34866,46089,0.897,202701638769602600
10311,18168,35736,46091,0.923,202710436687136504
10311,21496,36089,46142,0.841,202934737799500792
10311,18593,36100,46089,0.825,202701641357478049
10311,27897,36497,46106,0.86,202776408980745465
10311,27063,37559,46109,0.837,202789605347453367
10311,23811,32263,46185,0.829,203123845775777027
10311,17928,32468,46162,0.77,203022691135931912
10311,23636,32557,46168,0.925,203049079601650772
10311,17333,33211,46178,0.851,203093061438292917
10311,17133,34227,46158,0.865,203005102638777069
10311,30642,34957,46195,0.913,203167831890622386
10311,17695,35513,46172,0.927,203066677986870559
10311,18235,35707,46202,0.768,203198619789051707
10311,20874,38004,46178,0.932,203093071489945994
10311,26778,39558,46152,0.944,202978725539637402
10311,26652,29295,46245,0.849,203387722342098972
10311,21720,35864,46224,0.757,203295377141552344
10311,27946,36421,46230,0.864,203321766588738858
10311,26621,37396,46214,0.922,203251399889283069
10311,26356,38057,46233,0.848,203334964159211252
10311,18070,35328,46322,0.899,203726384575563414
10311,25967,37805,46287,0.928,203572458142328175
10311,27118,38610,46289,0.889,203581255923558894
10311,31065,32062,46383,0.873,203994658563455321
10311,17176,32366,46389,0.869,204021047480042264
10311,17774,32624,46353,0.876,203862718346708334
10311,17872,34861,46377,0.937,203968276154303952
10311,18031,35152,46387,0.835,204012257229686383
10311,17378,35285,46367,0.79,203924296578384866
10311,21963,35777,46398,0.808,204060637052032459
10311,25413,37659,46373,0.78,203950689836098373
10311,25767,37763,46343,0.853,203818748658869415
10311,26244,38909,46377,0.878,203968284643583620
10311,26649,29435,46448,0.852,204280526077454361
10311,17575,36076,46405,0.869,204091424004654247
10311,29227,37186,46440,0.871,204245357960393259
10311,23521,37583,46447,0.865,204276145118534625
10311,25606,37713,46443,0.835,204258553205122054
10311,27232,38405,46419,0.848,204153001540086368
10311,21864,32595,46502,0.855,204518027216049512
10311,17644,34430,46480,0.878,204421274041074924
10311,17806,34683,46517,0.888,204584002292565390
10311,17040,35894,46474,0.821,204394888832238224
10311,19196,36168,46499,0.863,204504840569637628
10311,27891,37717,46522,0.828,204605998887890163
10311,20747,38512,46502,0.83,204518039624896779
10311,15068,38532,46489,0.864,204460865062189788
10311,26565,38652,46465,0.919,204355312197593029
10311,17865,32747,46576,0.894,204843482976634313
10311,31393,34753,46584,0.942,204878671555623585
10311,28080,37565,46566,0.866,204799512615611824
10311,27575,37999,46584,0.879,204878678362975159
10311,20683,38265,46575,0.772,204839096502210763
10311,23435,37598,46598,0.881,204940250173168523
10311,27540,38023,46622,0.82,205045804180728724
10311,26667,38197,46643,0.895,205138163522365483
10311,26899,38203,46631,0.78,205085386976815379
10311,27558,38905,46637,0.82,205111776728083366
10311,16834,35155,46704,0.877,205406437979996610
10311,29246,35989,46700,0.935,205388847542989374
10311,19338,36092,46671,0.937,205261304410164106
10311,28996,36730,46697,0.818,205375654957445444
10311,24143,37323,46708,0.854,205424034712673871
10311,27362,37948,46665,0.89,205234920023419618
10311,29690,32789,46769,0.931,205692306041369594
10311,20855,33692,46780,0.882,205740686446711159
10311,17629,33959,46757,0.89,205639531936892125
10311,28186,35831,46773,0.804,205709904606948890
10311,17562,36345,46720,0.938,205476809219785882
10311,25639,38092,46721,0.853,205481210930029607
10311,26815,38163,46775,0.76,205718705590528191
10311,27421,38474,46729,0.897,205516396103232285
10311,17381,38706,46763,0.797,205665930171139045
10311,20389,38696,46739,0.902,205560377033904037
10311,17397,38752,46781,0.774,205745095104807925
10311,20130,38803,46775,0.864,205718706932698786
10311,17923,32878,46803,0.83,205841839809381891
10311,29537,36279,46847,0.923,206035360988296033
10311,28478,37605,46822,0.767,205925412606340926
10311,15352,38530,46800,0.782,205828657522949112
10311,18674,38717,46822,0.902,205925414938364146
10311,17286,38858,46811,0.849,205877036722439046
10311,21802,32313,46908,0.816,206303633508160810
10311,25178,32505,46894,0.925,206242061259661914
10311,30011,32450,46881,0.952,206184886539679035
10311,16580,34880,46908,0.841,206303638891544772
10311,28705,37198,46859,0.794,206088139473711137
10311,27393,37271,46897,0.776,206255265394223873
10311,28679,37377,46894,0.932,206242071476989959
10311,23395,37441,46893,0.829,206237673564691299
10311,29467,37896,46905,0.88,206290451077034779
10311,20255,38784,46868,0.865,206127725218385695
10311,19836,39032,46849,0.857,206044162854767996
10311,17717,33661,46948,0.752,206479558195561781
10311,17526,33980,46970,0.794,206576315887797366
10311,11262,37359,46969,0.799,206571924927556606
10311,29180,37392,46944,0.79,206461973834002940
10311,12691,38147,46934,0.751,206417994952225171
10311,12711,38245,46924,0.897,206374014692635047
10311,16340,39043,46929,0.855,206396006598721492
10311,17703,33555,46992,0.855,206673072019752231
10311,28028,35717,46992,0.834,206673076553805180
10311,28726,37658,47015,0.951,206774235694133302
10311,17663,33179,47083,0.897,207073293463733503
10311,29993,36559,47103,0.912,207161261482341673
10311,27568,37446,47074,0.898,207033719993691056
10311,29037,37584,47092,0.819,207112885120299373
10311,20720,38367,47064,0.844,206989741460050160
10311,25914,38447,47044,0.764,206901780697605434
10311,16397,38706,47071,0.822,207020528496558093
10311,29114,32563,47112,0.892,207200835520721338
10311,20996,33761,47142,0.918,207332779428434436
10311,17538,36265,47122,0.834,207244823749477506
10311,15572,38420,47166,0.785,207438342315326676
10311,16673,38691,47131,0.901,207284411255767329
10311,17426,38888,47120,0.796,207236033157284882
10311,16479,39249,47138,0.858,207315198751555679
10311,16479,39278,47167,0.775,207442742161195103
10311,16408,39370,47157,0.867,207398761889021976
10311,28857,32309,47195,0.852,207565872848466105
10311,17479,33941,47202,0.827,207596662596584519
10311,16029,34532,47216,0.754,207658236487155357
10311,16812,37462,47186,0.765,207526301236478380
10311,27758,37566,47209,0.894,207627456524348526
10311,29573,37548,47230,0.88,207719815463334789
10311,29516,37796,47208,0.806,207623058960184140
10311,18477,39016,47214,0.917,207649449797765165
10311,28451,31725,47236,0.916,207746191530684195
10311,16604,35240,47232,0.922,207728606716117212
10311,17246,36294,47238,0.848,207754997205582686
10311,22799,37079,47295,0.886,208005687502985487
10311,15775,38396,47255,0.836,207829768404483487
10311,20865,38369,47273,0.872,207908933185065345
10311,17404,39029,47233,0.801,207733012708738044
10311,21047,31109,47325,0.886,208137616378319415
10311,17648,32785,47335,0.834,208181600358253808
10311,17716,33155,47355,0.828,208269562064422196
10311,15385,34424,47304,0.878,208045264353639449
10311,15656,34649,47306,0.898,208054060918521128
10311,22959,35686,47352,0.825,208256373232785839
10311,17136,36137,47303,0.853,208040869899551472
10311,23269,36545,47297,0.786,208014482476128997
10311,12072,37639,47313,0.803,208084853514579752
10311,27999,37634,47333,0.893,208172814434331999
10311,15237,38428,47352,0.848,208256378983168901
10311,16040,38417,47348,0.804,208238786774056616
10311,16919,39389,47335,0.868,208181614207844887
10311,15168,31638,47410,0.765,208511451441150784
10311,21723,31842,47417,0.828,208542238194554075
10311,17609,32614,47382,0.765,208388308185662665
10311,17702,33069,47378,0.959,208370716953822502
10311,17096,33692,47390,0.904,208423494818480840
10311,15320,34122,47372,0.899,208344330883054552
10311,30317,36709,47362,0.936,208300355843290733
10311,23456,36783,47366,0.761,208317948184517536
10311,12143,37557,47365,0.946,208313551761190767
10311,28051,37520,47401,0.779,208471881358011795
10311,16847,37584,47364,0.853,208309153771307471
10311,29397,37777,47412,0.851,208520260408603349
10311,12953,38335,47384,0.83,208397116276486809
10311,15504,38276,47415,0.761,208533455594601616
10311,26490,39313,47405,0.803,208489477304248186
10311,16642,39445,47389,0.833,208419108836884738
10311,21307,31359,47426,0.801,208581819600229179
10311,25011,32742,47453,0.765,208700569756393907
10311,17044,34559,47440,0.815,208643398962266772
10311,16304,35630,47438,0.806,208634605115293616
10311,22869,37280,47464,0.872,208748957784889685
10311,12102,37479,47425,0.873,208577434388279110
10311,16561,38330,47469,0.851,208770950219448497
10311,15419,38372,47454,0.907,208704979609861179
10311,25711,39179,47436,0.884,208625816465073263
10311,25810,32089,47509,0.939,208946858991576274
10311,15206,33999,47510,0.862,208951261043637094
10311,13205,38485,47530,0.902,209039231381681045
10311,26497,39280,47501,0.833,208911689700108161
10311,21720,31969,47562,0.843,209179955205002456
10311,21568,32362,47611,0.945,209395460308227136
10311,17656,33072,47580,0.95,209259122355356920
10311,24622,35633,47568,0.925,209206351168036910
10311,13382,37592,47553,0.899,209140384578679878
10311,15458,38308,47556,0.843,209153580219776098
10311,16458,38305,47590,0.903,209303113794863178
10311,18544,39003,47577,0.819,209245940654033008
10311,26328,39063,47571,0.918,209219552500803288
10311,26334,39233,47610,0.824,209391076671252190
10311,16964,39327,47611,0.892,209395474914886212
10311,16300,39677,47556,0.903,209153583090778028
10311,29185,32571,47658,0.885,209602168932561409
10311,17676,32949,47659,0.803,209606567771784460
10311,15704,34757,47632,0.779,209487824307633496
10311,22985,35671,47655,0.86,209588981294193097
10311,23260,36141,47624,0.844,209452642838010588
10311,17071,36298,47639,0.802,209518613864923823
10311,28326,36790,47656,0.904,209593381687422630
10311,31155,37770,47616,0.879,209417461882190259
10311,13279,37944,47635,0.838,209501025130787807
10311,13171,38202,47616,0.846,209417462788141939
10311,25312,32592,47710,0.842,209830867395175136
10311,21204,33775,47732,0.907,209927626899346132
10311,14179,34810,47729,0.945,209914434930358115
10311,20081,36253,47717,0.841,209861661398421105
10311,28827,36462,47693,0.88,209756108720468123
10311,11543,37995,47688,0.913,209734121702829335
10311,11572,37998,47707,0.877,209817684592831796
10311,16592,38285,47692,0.768,209751714497052880
10311,17402,39505,47682,0.867,209707736590468090
10311,16245,39874,47694,0.856,209760513922449269
10311,17310,30269,47748,0.78,209997988290904990
10311,26597,31867,47805,0.878,210248680293296101
10311,21796,31918,47760,0.804,210050768307246372
10311,25714,32249,47802,0.92,210235486954873970
10311,14013,34340,47799,0.896,210222297200473789
10311,13982,34486,47785,0.807,210160724855502494
10311,15384,34751,47795,0.872,210204705876360216
10311,17073,36528,47783,0.823,210151933044867761
10311,28275,36793,47798,0.834,210217904298290803
10311,13355,37248,47750,0.912,210006799019947051
10311,30902,37964,47745,0.868,209984810288969910
10311,19155,39481,47794,0.914,210200317749381843
10311,17758,29893,47851,0.833,210450986293019998
10311,15537,31216,47849,0.857,210442192974527665
10311,15472,31385,47835,0.756,210380620677790832
10311,25514,32542,47852,0.834,210455389894894506
10311,31135,34555,47850,0.901,210446598023444895
10311,13390,37094,47858,0.904,210481787720184910
10311,11820,37332,47852,0.906,210455399940238892
10311,22823,37678,47846,0.834,210429012386797863
10311,29476,37748,47836,0.911,210385032068494116
10311,22763,38001,47861,0.868,210494983761844459
10311,11429,38433,47828,0.914,210349849132936357
10311,25631,39490,47866,0.76,210516977117062175
10311,26465,32036,47879,0.899,210574136089536353
10311,29155,33263,47876,0.842,210560944523211235
10311,16112,34203,47905,0.89,210688489843343088
10311,16503,36588,47891,0.754,210626922193895543
10311,29924,36816,47914,0.819,210728077741815012
10311,14343,37807,47926,0.838,210780856378210311
10311,17945,37864,47931,0.822,210802846730307097
10311,15376,31464,47982,0.884,211027133680598032
10311,12277,34321,47952,0.854,210895198276825077
10311,30842,36533,47949,0.795,210882008776210554
10311,32168,36533,47963,0.771,210943581427367336
10311,31975,36650,47942,0.817,210851222696000743
10311,23681,37354,47989,0.776,211057932358409345
10311,23638,37430,47953,0.952,210899602843393110
10311,17519,37838,47948,0.777,210877613466469487
10311,17739,37923,47986,0.784,211044739412149579
10311,11199,38857,47941,0.866,210846829277883327
10311,19393,39508,47943,0.891,210855626736159681
10311,15802,39894,47943,0.808,210855627545656762
